Month,Day,WeekDay,Hour,Minute,Occupancy
1,30,1,3,51,Empty
1,30,1,3,59,Empty
1,30,1,4,40,Empty
2,13,1,11,1,Occupied
3,15,3,20,13,Empty
2,27,1,11,56,Occupied
2,27,1,12,2,Empty
1,29,0,3,59,Empty
1,29,0,4,13,Empty
1,29,0,4,41,Empty
1,20,5,6,5,Empty
1,20,5,6,13,Empty
1,20,5,7,29,Empty
2,9,4,9,56,Occupied
2,9,4,10,36,Empty
2,9,4,10,53,Occupied
2,9,4,11,11,Empty
2,9,4,11,53,Empty
2,27,1,17,55,Empty
2,27,1,18,7,Empty
2,27,1,18,20,Empty
2,27,1,21,35,Empty
2,27,1,21,59,Empty
2,27,1,22,5,Empty
2,27,1,22,11,Empty
1,29,0,8,14,Empty
1,24,2,7,7,Empty
3,5,0,15,9,Empty
1,15,0,2,42,Empty
1,15,0,3,38,Empty
1,15,0,3,52,Empty
1,15,0,4,49,Empty
1,15,0,5,10,Empty
2,28,2,6,28,Empty
2,28,2,6,34,Empty
2,8,3,14,30,Empty
2,23,4,6,30,Empty
2,16,4,4,49,Empty
2,16,4,5,4,Empty
3,5,0,20,1,Empty
3,5,0,20,18,Empty
3,5,0,21,20,Occupied
3,5,0,21,42,Occupied
3,5,0,21,54,Occupied
1,15,0,12,32,Empty
1,29,0,23,16,Occupied
3,6,1,7,18,Empty
3,6,1,7,43,Empty
1,19,4,19,25,Empty
1,19,4,20,14,Empty
2,14,2,20,53,Empty
2,14,2,21,16,Occupied
2,14,2,22,13,Occupied
2,14,2,22,46,Empty
1,26,4,20,17,Occupied
2,13,1,23,22,Empty
2,14,2,1,9,Empty
2,14,2,2,32,Empty
2,14,2,2,40,Empty
1,15,0,13,6,Empty
3,1,3,18,17,Occupied
3,1,3,18,38,Occupied
3,1,3,19,53,Empty
1,14,6,2,34,Empty
1,14,6,20,50,Empty
1,14,6,21,1,Occupied
1,14,6,21,47,Empty
2,10,5,0,51,Occupied
2,10,5,1,18,Empty
2,10,5,1,45,Occupied
3,15,3,21,31,Empty
2,7,2,14,43,Empty
2,16,4,23,50,Empty
2,17,5,0,29,Empty
3,5,0,17,3,Occupied
3,5,0,17,49,Occupied
3,5,0,19,1,Empty
3,5,0,20,41,Occupied
1,27,5,8,20,Empty
1,27,5,8,57,Empty
1,27,5,9,21,Empty
2,28,2,15,44,Empty
2,28,2,18,47,Empty
1,5,4,17,56,Empty
1,5,4,18,16,Empty
1,5,4,19,9,Empty
2,28,2,12,26,Empty
1,14,6,9,9,Empty
1,14,6,9,15,Empty
1,14,6,9,57,Empty
1,14,6,11,4,Empty
3,2,4,17,8,Empty
3,2,4,17,49,Empty
3,2,4,19,2,Empty
3,2,4,19,14,Empty
3,2,4,19,20,Empty
3,2,4,19,32,Empty
3,2,4,19,38,Empty
3,2,4,20,3,Empty
1,23,1,8,5,Empty
1,23,1,8,29,Empty
2,9,4,1,12,Empty
2,27,1,14,43,Occupied
1,14,6,12,16,Empty
1,14,6,12,51,Empty
3,5,0,10,27,Empty
3,5,0,11,57,Empty
2,27,1,12,31,Empty
2,24,5,14,31,Empty
2,15,3,12,45,Empty
2,15,3,13,43,Occupied
2,15,3,14,19,Empty
2,15,3,14,55,Occupied
2,15,3,15,59,Occupied
2,17,5,8,33,Empty
2,11,6,15,45,Occupied
2,11,6,16,7,Empty
2,11,6,16,36,Empty
2,6,1,14,9,Occupied
2,6,1,15,44,Empty
3,3,5,1,0,Empty
3,3,5,2,55,Empty
2,13,1,14,30,Empty
2,13,1,15,52,Occupied
1,29,0,13,33,Occupied
1,12,4,13,13,Occupied
1,12,4,14,32,Empty
1,12,4,14,44,Occupied
2,23,4,1,32,Occupied
2,23,4,2,19,Empty
2,23,4,3,39,Empty
2,23,4,4,10,Empty
2,15,3,12,50,Occupied
3,3,5,14,41,Empty
1,13,5,13,18,Empty
2,14,2,17,59,Empty
2,11,6,11,41,Empty
2,11,6,11,53,Empty
2,11,6,12,17,Empty
2,24,5,11,13,Empty
3,5,0,16,9,Empty
3,5,0,16,21,Empty
3,5,0,16,33,Empty
1,6,5,10,26,Occupied
1,6,5,12,3,Empty
1,6,5,12,21,Empty
1,6,5,13,58,Empty
1,6,5,16,24,Empty
1,6,5,17,24,Empty
3,4,6,7,56,Empty
3,4,6,8,2,Empty
3,4,6,8,8,Empty
3,4,6,8,38,Empty
1,29,0,17,10,Empty
1,29,0,17,40,Empty
1,29,0,18,12,Empty
2,28,2,21,30,Occupied
2,28,2,22,4,Empty
2,28,2,22,26,Occupied
2,14,2,7,55,Empty
2,14,2,9,25,Empty
2,14,2,10,13,Empty
2,14,2,10,19,Empty
2,14,2,10,31,Occupied
2,14,2,10,43,Empty
2,7,2,3,34,Empty
3,4,6,22,23,Empty
3,5,0,0,43,Empty
3,5,0,1,38,Empty
1,24,2,5,22,Empty
1,23,1,20,6,Empty
1,23,1,21,18,Occupied
1,23,1,21,23,Occupied
1,23,1,23,44,Occupied
1,24,2,0,18,Empty
2,7,2,11,33,Empty
2,24,5,19,0,Empty
2,24,5,22,16,Occupied
2,24,5,22,39,Empty
3,4,6,21,47,Empty
3,4,6,22,59,Empty
3,5,0,1,7,Empty
1,5,4,19,15,Empty
1,5,4,19,52,Empty
1,5,4,20,16,Empty
1,5,4,21,49,Empty
1,21,6,16,45,Empty
1,21,6,17,16,Occupied
1,21,6,18,18,Empty
1,21,6,19,32,Empty
2,27,1,14,55,Empty
2,27,1,15,36,Empty
2,27,1,16,6,Empty
2,22,3,19,58,Empty
2,22,3,20,5,Empty
2,22,3,20,34,Occupied
1,24,2,7,38,Empty
2,22,3,19,51,Empty
2,22,3,20,45,Occupied
2,14,2,2,24,Empty
2,14,2,4,18,Empty
2,14,2,5,3,Empty
1,5,4,17,34,Empty
1,5,4,18,22,Empty
1,5,4,20,10,Empty
1,5,4,20,56,Occupied
1,5,4,21,43,Empty
1,5,4,21,55,Empty
3,5,0,20,46,Occupied
3,5,0,21,49,Empty
3,5,0,22,34,Occupied
1,20,5,15,54,Empty
1,20,5,16,23,Empty
1,20,5,17,24,Empty
1,20,5,17,36,Empty
3,2,4,14,58,Empty
3,2,4,16,24,Occupied
3,2,4,16,51,Occupied
2,23,4,6,55,Empty
3,5,0,18,18,Empty
3,5,0,19,49,Empty
3,5,0,20,57,Occupied
3,6,1,1,41,Empty
3,6,1,2,25,Occupied
2,24,5,13,3,Empty
2,24,5,13,44,Empty
2,24,5,13,56,Empty
1,30,1,2,5,Empty
1,30,1,3,23,Empty
1,30,1,3,37,Empty
1,30,1,4,33,Empty
1,30,1,5,8,Empty
3,1,3,2,3,Empty
3,1,3,2,26,Empty
3,1,3,2,56,Empty
3,1,3,3,27,Empty
3,1,3,6,4,Empty
3,3,5,23,17,Occupied
3,3,5,23,46,Empty
3,4,6,2,2,Empty
3,1,3,9,24,Empty
3,1,3,9,42,Empty
3,1,3,10,25,Empty
1,7,6,7,25,Empty
1,7,6,9,57,Empty
1,7,6,10,3,Empty
1,7,6,10,51,Empty
1,7,6,12,10,Empty
1,7,6,13,53,Empty
2,14,2,5,56,Empty
1,28,6,18,12,Empty
1,28,6,18,52,Empty
1,28,6,19,41,Empty
1,28,6,20,52,Empty
1,22,0,16,9,Empty
3,5,0,17,14,Occupied
3,5,0,17,27,Empty
3,5,0,17,44,Occupied
3,5,0,18,42,Empty
3,5,0,19,24,Empty
3,5,0,19,55,Empty
3,3,5,9,50,Empty
1,30,1,8,16,Empty
2,11,6,8,58,Empty
2,11,6,10,23,Empty
2,11,6,13,9,Empty
2,15,3,8,31,Empty
2,15,3,8,50,Empty
2,15,3,9,2,Empty
2,8,3,18,7,Empty
3,1,3,21,59,Empty
1,20,5,15,26,Occupied
2,27,1,22,35,Empty
1,30,1,16,43,Occupied
2,14,2,12,37,Empty
2,14,2,13,31,Empty
2,14,2,15,20,Empty
1,15,0,9,55,Empty
1,15,0,20,33,Empty
1,15,0,21,19,Empty
1,15,0,23,51,Empty
1,16,1,1,4,Empty
2,9,4,5,59,Empty
2,9,4,6,40,Empty
1,21,6,16,20,Empty
1,21,6,16,26,Empty
1,21,6,17,4,Empty
1,21,6,17,28,Empty
1,21,6,20,1,Occupied
1,21,6,20,27,Occupied
1,21,6,6,17,Empty
1,21,6,7,45,Empty
2,16,4,17,18,Empty
2,16,4,17,24,Empty
1,14,6,7,31,Empty
1,14,6,7,44,Empty
1,14,6,8,38,Empty
1,24,2,8,43,Occupied
2,13,1,15,13,Occupied
2,13,1,16,32,Occupied
1,20,5,23,0,Occupied
1,20,5,23,54,Empty
1,21,6,1,17,Occupied
1,21,6,2,32,Occupied
1,21,6,2,57,Empty
3,14,2,21,0,Occupied
1,5,4,11,56,Occupied
1,5,4,13,53,Occupied
1,5,4,14,48,Empty
1,5,4,15,55,Empty
1,28,6,9,25,Empty
1,28,6,10,20,Empty
1,28,6,11,8,Empty
1,28,6,11,45,Empty
1,28,6,12,3,Empty
1,28,6,12,39,Empty
1,30,1,6,48,Empty
1,21,6,13,51,Occupied
1,21,6,14,28,Occupied
1,23,1,17,42,Empty
2,13,1,18,20,Empty
2,13,1,18,33,Empty
2,13,1,18,39,Empty
2,13,1,18,56,Empty
2,13,1,19,36,Occupied
2,13,1,20,9,Occupied
2,13,1,10,37,Empty
2,13,1,12,1,Empty
2,13,1,12,31,Empty
3,1,3,12,30,Empty
3,1,3,12,59,Occupied
1,29,0,12,59,Empty
1,29,0,13,28,Occupied
2,9,4,7,2,Empty
2,9,4,7,32,Empty
2,9,4,8,15,Empty
2,9,4,8,51,Empty
2,9,4,9,9,Empty
2,16,4,12,46,Empty
3,16,4,0,48,Empty
3,16,4,1,0,Empty
2,9,4,5,7,Empty
3,5,0,5,44,Empty
3,5,0,7,13,Empty
3,15,3,19,28,Empty
3,5,0,11,39,Occupied
3,5,0,15,27,Empty
2,13,1,4,48,Occupied
2,13,1,7,35,Occupied
2,23,4,5,35,Empty
1,28,6,19,34,Empty
1,28,6,20,40,Empty
1,23,1,11,43,Empty
1,23,1,12,26,Empty
1,23,1,12,38,Empty
1,23,1,12,50,Occupied
1,23,1,12,56,Occupied
1,23,1,14,13,Occupied
1,23,1,14,25,Empty
2,10,5,2,34,Empty
2,10,5,4,16,Empty
1,29,0,23,53,Empty
1,29,0,23,5,Empty
1,20,5,18,21,Empty
1,26,4,23,15,Occupied
1,26,4,23,30,Occupied
1,27,5,0,58,Occupied
3,2,4,3,45,Empty
3,4,6,9,27,Empty
2,9,4,5,38,Empty
2,16,4,9,52,Empty
2,16,4,9,58,Occupied
2,16,4,11,2,Empty
2,16,4,11,43,Occupied
1,23,1,11,31,Empty
1,13,5,18,41,Empty
1,13,5,19,24,Empty
2,12,0,16,28,Occupied
2,12,0,16,45,Empty
2,12,0,17,9,Empty
2,12,0,17,27,Occupied
2,12,0,19,14,Empty
3,16,4,6,22,Empty
1,15,0,5,17,Empty
1,15,0,5,24,Empty
1,15,0,7,54,Empty
1,15,0,8,0,Empty
2,14,2,21,44,Occupied
2,14,2,21,56,Empty
2,14,2,22,39,Empty
2,14,2,23,14,Occupied
2,14,2,23,26,Empty
1,28,6,23,30,Empty
2,10,5,2,53,Empty
2,10,5,3,25,Empty
2,10,5,8,19,Empty
2,24,5,1,2,Empty
2,24,5,1,52,Empty
2,24,5,2,10,Empty
2,24,5,5,49,Empty
3,2,4,7,58,Empty
3,1,3,18,6,Occupied
3,1,3,18,48,Occupied
2,24,5,14,19,Empty
2,24,5,15,42,Empty
2,13,1,14,2,Empty
2,13,1,15,18,Occupied
2,13,1,15,35,Occupied
2,13,1,16,3,Empty
3,1,3,23,41,Occupied
1,26,4,21,35,Empty
1,15,0,9,1,Empty
1,15,0,9,7,Empty
1,15,0,9,13,Empty
1,15,0,11,8,Empty
2,8,3,14,24,Empty
2,8,3,15,49,Empty
3,1,3,5,22,Empty
3,1,3,5,58,Empty
2,15,3,15,49,Occupied
2,15,3,16,5,Occupied
2,15,3,16,16,Occupied
2,15,3,17,37,Empty
2,15,3,18,42,Occupied
3,3,5,10,20,Empty
3,3,5,13,38,Occupied
3,3,5,13,43,Occupied
3,3,5,15,35,Empty
1,27,5,16,30,Empty
1,27,5,17,0,Empty
1,27,5,17,46,Empty
1,27,5,18,52,Empty
1,27,5,19,19,Occupied
1,24,2,7,44,Empty
2,9,4,22,44,Occupied
3,15,3,15,52,Empty
3,15,3,15,58,Empty
3,15,3,16,40,Empty
3,15,3,16,58,Occupied
2,14,2,9,0,Empty
2,14,2,9,13,Empty
2,14,2,9,43,Empty
2,14,2,10,25,Empty
1,16,1,0,56,Empty
1,16,1,1,54,Empty
1,12,4,16,18,Empty
1,12,4,16,43,Empty
1,12,4,17,52,Empty
3,15,3,10,15,Empty
3,15,3,10,27,Occupied
3,15,3,10,57,Occupied
2,13,1,15,23,Occupied
2,13,1,16,27,Empty
2,13,1,16,44,Empty
2,13,1,16,50,Empty
2,13,1,17,15,Empty
3,4,6,16,24,Occupied
2,13,1,14,19,Empty
2,13,1,14,24,Occupied
2,13,1,14,46,Occupied
2,17,5,0,45,Empty
2,28,2,16,57,Empty
2,28,2,17,3,Empty
2,28,2,17,28,Empty
2,28,2,17,34,Empty
2,28,2,19,34,Empty
2,28,2,19,39,Occupied
2,28,2,19,57,Occupied
2,28,2,20,22,Empty
2,28,2,20,50,Occupied
3,3,5,12,21,Empty
1,30,1,0,23,Empty
1,15,0,4,28,Empty
1,15,0,4,42,Empty
2,11,6,15,10,Empty
2,11,6,15,56,Occupied
2,11,6,17,3,Occupied
2,28,2,14,9,Empty
2,28,2,15,15,Empty
2,28,2,15,20,Occupied
1,19,4,17,48,Empty
1,19,4,18,18,Empty
2,16,4,14,46,Empty
3,2,4,10,9,Occupied
3,2,4,11,8,Empty
2,9,4,17,2,Empty
2,9,4,19,3,Occupied
2,11,6,15,40,Empty
2,11,6,16,18,Occupied
2,11,6,17,8,Occupied
1,27,5,17,19,Empty
1,27,5,19,9,Occupied
3,5,0,11,27,Empty
3,2,4,6,39,Empty
1,14,6,11,52,Empty
1,14,6,12,34,Empty
1,14,6,13,16,Empty
2,24,5,9,54,Empty
2,24,5,10,0,Empty
3,6,1,16,25,Occupied
3,6,1,16,30,Occupied
3,6,1,11,33,Empty
1,15,0,8,12,Empty
2,13,1,14,35,Occupied
2,13,1,15,57,Occupied
2,24,5,10,55,Empty
2,10,5,17,47,Occupied
2,10,5,18,8,Occupied
2,10,5,18,26,Empty
1,13,5,20,54,Occupied
1,13,5,21,0,Empty
1,13,5,22,25,Empty
1,13,5,22,49,Empty
1,13,5,23,8,Empty
1,13,5,23,14,Empty
1,13,5,23,32,Empty
1,15,0,5,52,Empty
1,15,0,6,6,Empty
1,15,0,6,47,Empty
1,15,0,7,35,Empty
1,15,0,8,6,Empty
3,15,3,12,33,Empty
2,9,4,19,14,Occupied
2,9,4,20,31,Empty
2,9,4,21,20,Occupied
1,26,4,22,4,Occupied
3,5,0,7,37,Empty
2,9,4,3,52,Empty
2,9,4,4,46,Empty
2,15,3,23,34,Occupied
3,6,1,16,51,Occupied
3,14,2,23,21,Occupied
3,14,2,23,31,Occupied
2,7,2,5,17,Empty
1,23,1,17,31,Occupied
1,23,1,19,7,Occupied
1,23,1,19,36,Empty
1,23,1,19,48,Empty
2,11,6,0,23,Empty
2,11,6,1,23,Empty
2,11,6,2,30,Empty
3,5,0,15,33,Empty
3,5,0,16,40,Empty
3,5,0,18,33,Empty
3,5,0,19,36,Empty
3,5,0,20,35,Empty
1,20,5,4,23,Empty
1,20,5,6,36,Empty
1,20,5,7,0,Empty
1,19,4,18,24,Empty
1,19,4,19,8,Empty
1,19,4,19,38,Empty
2,16,4,0,27,Empty
2,16,4,0,52,Empty
2,7,2,19,51,Empty
2,7,2,20,28,Occupied
2,7,2,20,33,Occupied
3,5,0,7,55,Empty
3,5,0,8,13,Empty
2,14,2,16,38,Empty
2,14,2,16,50,Empty
2,14,2,17,26,Empty
2,14,2,17,37,Occupied
2,14,2,17,43,Occupied
2,8,3,7,53,Empty
1,14,6,14,10,Occupied
1,14,6,15,39,Empty
1,14,6,16,25,Occupied
1,6,5,9,5,Empty
1,6,5,9,47,Occupied
1,6,5,11,2,Empty
1,6,5,11,45,Empty
1,22,0,17,35,Occupied
1,22,0,17,58,Occupied
1,22,0,19,0,Occupied
1,22,0,19,11,Empty
1,22,0,19,23,Empty
1,22,0,20,34,Empty
1,22,0,20,39,Occupied
1,22,0,21,25,Occupied
1,15,0,10,13,Empty
1,15,0,10,50,Empty
1,21,6,16,39,Empty
1,21,6,18,50,Empty
1,21,6,20,49,Empty
3,6,1,6,30,Empty
3,6,1,6,36,Empty
1,28,6,5,42,Empty
1,28,6,6,43,Empty
3,15,3,21,46,Occupied
2,7,2,12,22,Empty
2,7,2,15,55,Empty
2,15,3,14,25,Empty
2,15,3,14,37,Empty
1,21,6,15,44,Empty
1,21,6,16,51,Empty
1,21,6,17,11,Empty
1,21,6,17,22,Occupied
2,13,1,23,59,Occupied
2,14,2,0,21,Occupied
3,4,6,13,31,Occupied
3,4,6,13,48,Occupied
2,27,1,23,23,Empty
2,28,2,0,26,Empty
2,28,2,0,50,Occupied
2,28,2,0,56,Empty
3,15,3,8,51,Empty
3,15,3,9,27,Empty
2,15,3,16,48,Occupied
1,8,0,7,45,Empty
2,9,4,11,41,Empty
2,9,4,11,47,Empty
2,9,4,12,16,Occupied
3,3,5,23,6,Occupied
3,3,5,23,12,Occupied
1,24,2,6,29,Empty
1,24,2,7,32,Empty
1,24,2,7,57,Empty
1,30,1,12,0,Empty
1,30,1,13,19,Empty
3,15,3,0,33,Empty
3,6,1,2,59,Empty
2,13,1,9,49,Empty
2,13,1,10,19,Empty
3,1,3,5,46,Empty
3,1,3,6,47,Empty
3,1,3,6,53,Empty
3,1,3,7,23,Empty
2,23,4,7,31,Empty
2,7,2,15,19,Empty
2,7,2,15,43,Empty
1,29,0,15,23,Empty
2,15,3,14,49,Empty
2,15,3,17,4,Occupied
2,15,3,17,14,Occupied
2,6,1,13,31,Empty
2,6,1,13,48,Occupied
1,14,6,3,41,Empty
1,14,6,5,18,Empty
1,14,6,6,49,Empty
2,16,4,16,41,Empty
2,16,4,16,47,Empty
2,16,4,19,3,Empty
2,15,3,10,51,Empty
1,22,0,4,42,Empty
1,22,0,5,5,Empty
1,22,0,5,21,Empty
1,22,0,6,15,Empty
1,22,0,7,53,Occupied
1,22,0,8,40,Empty
2,7,2,21,56,Empty
2,8,3,0,21,Empty
2,8,3,0,32,Occupied
3,3,5,15,6,Empty
3,3,5,16,4,Occupied
3,3,5,17,16,Empty
1,30,1,4,6,Empty
2,7,2,6,9,Empty
2,7,2,6,16,Empty
2,7,2,7,24,Empty
2,7,2,7,48,Empty
2,7,2,7,54,Empty
2,7,2,8,12,Empty
2,7,2,8,36,Empty
2,7,2,9,13,Empty
2,7,2,9,19,Empty
2,14,2,22,52,Empty
2,14,2,23,54,Empty
2,15,3,0,29,Empty
2,15,3,23,39,Occupied
2,15,3,23,45,Empty
2,16,4,1,11,Empty
2,24,5,8,11,Empty
3,1,3,8,24,Empty
1,13,5,3,7,Empty
1,13,5,3,26,Empty
1,13,5,3,46,Empty
1,13,5,5,38,Empty
2,28,2,1,52,Occupied
2,28,2,3,35,Empty
3,6,1,11,39,Empty
2,28,2,7,47,Empty
2,28,2,7,59,Empty
2,23,4,4,28,Empty
3,5,0,1,32,Empty
3,5,0,2,2,Empty
3,3,5,17,51,Empty
3,3,5,18,24,Occupied
1,21,6,17,43,Occupied
1,21,6,19,26,Empty
3,16,4,4,45,Empty
3,14,2,22,16,Occupied
3,14,2,23,59,Empty
1,29,0,20,35,Empty
2,22,3,22,3,Empty
2,22,3,22,10,Empty
2,22,3,22,51,Empty
2,22,3,23,17,Empty
2,23,4,0,33,Empty
2,23,4,1,12,Empty
2,23,4,3,27,Empty
1,19,4,16,59,Empty
1,19,4,17,54,Empty
1,19,4,18,56,Empty
1,14,6,18,10,Occupied
1,14,6,18,58,Empty
2,12,0,21,47,Empty
2,13,1,0,40,Occupied
2,13,1,0,45,Occupied
2,13,1,1,12,Occupied
2,13,1,1,53,Occupied
1,5,4,18,51,Occupied
1,5,4,18,57,Empty
1,5,4,20,22,Empty
1,5,4,20,45,Empty
1,5,4,20,51,Empty
1,5,4,21,14,Empty
1,5,4,21,37,Empty
1,5,4,22,20,Empty
2,14,2,6,3,Empty
1,19,4,16,41,Empty
1,19,4,17,42,Empty
1,19,4,18,0,Empty
1,27,5,4,15,Empty
1,27,5,4,40,Occupied
1,27,5,5,23,Empty
1,27,5,5,38,Empty
1,27,5,5,45,Empty
1,27,5,6,52,Empty
3,16,4,5,27,Empty
1,28,6,18,34,Empty
1,28,6,18,46,Empty
1,28,6,19,59,Empty
1,28,6,20,29,Empty
1,28,6,20,46,Occupied
1,28,6,21,22,Empty
1,28,6,21,34,Empty
3,15,3,6,43,Empty
3,16,4,8,42,Empty
2,24,5,17,18,Occupied
1,28,6,6,36,Empty
1,28,6,8,13,Empty
1,28,6,8,19,Empty
1,28,6,9,7,Empty
1,28,6,10,50,Empty
1,28,6,11,2,Empty
3,4,6,17,53,Empty
2,9,4,11,35,Empty
2,9,4,13,1,Empty
3,5,0,15,39,Empty
1,30,1,12,30,Empty
3,1,3,13,48,Empty
3,1,3,14,49,Empty
3,1,3,16,2,Empty
1,26,4,20,29,Empty
3,2,4,2,31,Empty
3,16,4,7,5,Empty
2,8,3,9,12,Empty
2,8,3,9,30,Empty
3,3,5,21,5,Occupied
3,14,2,15,57,Occupied
1,22,0,11,59,Empty
1,22,0,12,43,Occupied
1,22,0,12,59,Occupied
1,22,0,13,55,Occupied
1,22,0,14,1,Empty
1,27,5,14,11,Empty
1,27,5,14,23,Empty
1,27,5,15,54,Empty
1,27,5,16,48,Empty
1,27,5,17,53,Empty
1,27,5,18,1,Empty
1,27,5,18,7,Empty
1,27,5,18,58,Empty
3,5,0,14,47,Occupied
3,5,0,15,21,Occupied
3,4,6,15,26,Occupied
3,4,6,16,36,Empty
1,28,6,17,54,Empty
1,28,6,18,6,Empty
1,28,6,19,4,Occupied
1,28,6,19,11,Empty
1,28,6,21,52,Empty
1,28,6,21,58,Empty
1,12,4,19,43,Empty
3,2,4,12,21,Empty
3,2,4,13,3,Empty
3,2,4,13,51,Empty
2,22,3,19,38,Empty
2,22,3,19,45,Empty
2,22,3,20,57,Empty
2,22,3,21,57,Occupied
2,22,3,22,57,Empty
1,30,1,13,30,Empty
1,30,1,14,12,Empty
3,16,4,5,15,Empty
3,15,3,22,19,Empty
1,27,5,21,43,Empty
1,27,5,22,17,Empty
1,27,5,22,42,Empty
1,27,5,23,29,Empty
1,30,1,11,24,Empty
1,20,5,15,11,Occupied
1,20,5,15,31,Occupied
1,20,5,16,35,Empty
1,20,5,16,41,Empty
1,27,5,7,44,Empty
1,27,5,8,33,Empty
1,27,5,9,9,Empty
2,8,3,14,49,Empty
1,21,6,7,33,Empty
1,21,6,10,5,Empty
1,21,6,10,58,Occupied
1,21,6,11,8,Occupied
1,21,6,11,41,Empty
3,5,0,14,13,Occupied
3,5,0,17,56,Empty
1,20,5,0,49,Empty
1,20,5,1,29,Empty
1,20,5,3,13,Empty
1,20,5,3,20,Empty
1,20,5,3,36,Empty
3,15,3,10,22,Empty
3,15,3,10,51,Occupied
3,15,3,11,3,Empty
3,15,3,11,9,Empty
1,27,5,6,30,Empty
1,27,5,6,37,Empty
1,27,5,7,19,Empty
1,27,5,7,56,Empty
1,27,5,9,3,Empty
2,22,3,21,3,Empty
1,21,6,4,25,Empty
1,21,6,4,33,Empty
1,21,6,7,51,Empty
1,21,6,8,28,Empty
3,6,1,9,38,Empty
2,24,5,12,57,Occupied
2,24,5,14,2,Empty
2,24,5,14,37,Empty
1,20,5,20,41,Occupied
1,20,5,22,5,Occupied
3,15,3,23,56,Empty
1,21,6,1,50,Empty
1,21,6,4,49,Empty
1,21,6,4,57,Empty
1,23,1,13,1,Occupied
1,23,1,14,2,Empty
1,23,1,14,8,Empty
2,13,1,9,6,Empty
1,19,4,20,20,Empty
1,19,4,20,38,Empty
1,19,4,20,50,Empty
1,19,4,21,9,Empty
1,20,5,0,17,Empty
1,20,5,0,25,Empty
1,20,5,0,41,Empty
1,20,5,1,53,Empty
1,12,4,22,37,Occupied
3,15,3,5,7,Empty
3,15,3,6,56,Empty
1,5,4,12,6,Occupied
1,12,4,12,31,Occupied
1,12,4,12,38,Empty
3,16,4,4,2,Empty
2,23,4,7,13,Empty
2,11,6,14,33,Empty
2,11,6,14,39,Empty
2,13,1,19,25,Empty
2,13,1,19,58,Occupied
2,13,1,21,32,Occupied
2,13,1,21,37,Occupied
1,5,4,17,2,Empty
1,5,4,19,21,Empty
1,20,5,4,55,Empty
1,20,5,7,22,Empty
1,22,0,11,0,Occupied
1,6,5,10,38,Empty
3,1,3,16,32,Empty
3,1,3,16,54,Occupied
2,13,1,9,37,Empty
1,5,4,11,51,Occupied
1,5,4,15,36,Empty
3,3,5,7,12,Empty
3,4,6,13,15,Empty
2,27,1,12,25,Empty
2,27,1,13,8,Empty
3,16,4,8,36,Empty
1,5,4,11,13,Occupied
2,12,0,23,41,Empty
2,13,1,0,14,Occupied
2,13,1,0,24,Occupied
2,16,4,12,11,Empty
2,11,6,13,20,Empty
1,21,6,2,21,Empty
1,21,6,2,27,Empty
1,21,6,3,44,Empty
1,21,6,4,17,Empty
1,21,6,4,41,Empty
1,21,6,5,21,Empty
1,21,6,5,37,Empty
2,7,2,6,23,Empty
2,7,2,8,0,Empty
2,7,2,8,30,Empty
2,7,2,8,42,Empty
2,13,1,4,5,Occupied
2,13,1,4,42,Empty
2,13,1,7,20,Occupied
3,5,0,12,49,Empty
3,5,0,13,6,Empty
3,5,0,13,45,Occupied
1,13,5,6,57,Empty
1,13,5,7,10,Empty
1,13,5,7,55,Empty
1,13,5,9,25,Empty
1,13,5,9,55,Empty
2,14,2,19,39,Empty
1,30,1,0,17,Empty
1,30,1,0,47,Occupied
2,15,3,9,8,Empty
3,6,1,1,29,Empty
3,6,1,1,53,Empty
3,6,1,2,19,Occupied
1,21,6,21,0,Empty
1,21,6,21,37,Empty
3,6,1,6,17,Empty
3,6,1,10,2,Empty
3,6,1,10,8,Empty
2,8,3,6,58,Empty
2,8,3,7,4,Empty
2,8,3,7,59,Empty
2,8,3,8,11,Empty
2,8,3,8,48,Empty
1,24,2,7,25,Empty
2,13,1,14,57,Empty
2,13,1,15,3,Occupied
2,13,1,17,32,Occupied
1,30,1,16,15,Empty
2,13,1,11,49,Empty
2,16,4,12,17,Empty
2,16,4,13,10,Empty
2,16,4,13,58,Empty
2,16,4,15,53,Empty
1,29,0,4,55,Empty
1,29,0,5,36,Empty
1,29,0,5,50,Empty
1,29,0,6,32,Empty
1,29,0,7,6,Empty
1,29,0,7,38,Empty
1,29,0,8,8,Empty
3,5,0,5,26,Empty
3,6,1,11,9,Empty
3,6,1,11,21,Empty
1,27,5,1,42,Occupied
1,27,5,2,16,Empty
1,27,5,3,9,Empty
1,27,5,3,21,Empty
3,4,6,8,51,Empty
3,4,6,8,57,Empty
2,23,4,11,20,Empty
1,29,0,6,25,Empty
1,29,0,6,46,Empty
1,29,0,6,53,Empty
2,24,5,8,23,Empty
2,24,5,9,18,Empty
2,16,4,12,28,Occupied
3,14,2,23,47,Empty
1,15,0,12,2,Empty
1,15,0,12,9,Empty
1,15,0,13,19,Empty
1,15,0,13,48,Empty
1,15,0,15,7,Empty
1,14,6,1,19,Empty
1,14,6,1,32,Empty
1,14,6,2,15,Empty
2,9,4,17,53,Occupied
2,9,4,18,10,Occupied
2,9,4,19,37,Occupied
2,7,2,2,13,Empty
2,7,2,4,55,Empty
2,7,2,5,3,Empty
2,7,2,5,10,Empty
