Temperature,Humidity,Light,Outlook,Outside_UV,Outside_Temp,Outside_Humidity,Month,Day,WeekDay,Hour,Occupancy
12,71,0,6,1,5.8,99,1,21,7,10,0
12,72,0,6,1,6.5,99,1,21,7,10,1
12,72,0,6,1,6.6,99,1,21,7,11,1
12,73,0,6,1,6.9,99,1,21,7,11,0
12,70,0,6,1,6.4,96,3,5,1,14,1
12,70,0,1,0,6.6,95,3,5,1,17,0
12,69,0,1,0,4.9,89,1,20,6,0,0
12,68,0,1,0,5.3,88,1,20,6,1,0
12,69,0,6,0,5.4,92,1,20,6,3,0
12,69,0,6,0,5.4,92,1,20,6,3,0
12,69,0,6,0,5.3,93,1,20,6,3,0
14,73,1,5,2,9.8,90,3,15,4,10,0
14,73,1,5,2,10.5,86,3,15,4,10,1
14,73,1,5,2,10.3,89,3,15,4,11,0
14,73,2,5,3,10.3,88,3,15,4,11,0
13,68,0,5,0,6.4,88,1,27,6,6,0
13,68,0,5,0,6.6,89,1,27,6,6,0
13,68,0,5,0,7.1,90,1,27,6,7,0
13,69,0,6,0,7.8,89,1,27,6,7,0
14,70,0,6,0,8.3,92,1,27,6,9,0
11,66,2,0,0,1.2,76,2,22,4,21,0
12,69,0,6,0,3.2,94,1,21,7,4,0
12,69,0,1,0,3.2,94,1,21,7,4,0
11,70,0,1,0,4.4,97,1,21,7,7,0
12,70,0,6,0,4.6,98,1,21,7,8,0
13,68,1,4,2,6.4,93,3,6,2,9,0
9,58,2,0,2,6.1,56,2,24,6,12,1
9,57,1,0,2,7,55,2,24,6,14,0
9,58,1,0,1,7.4,52,2,24,6,14,0
12,76,2,4,0,5.9,92,1,20,6,20,1
12,73,2,1,0,4.4,92,1,20,6,22,1
14,73,2,6,0,8.1,97,3,15,4,23,0
12,70,0,1,0,3.1,92,1,21,7,1,0
12,69,0,6,0,3.1,94,1,21,7,4,0
12,69,0,6,0,3.1,94,1,21,7,4,0
14,77,0,1,1,11.4,98,1,23,2,13,1
14,77,0,1,1,11.5,98,1,23,2,14,0
14,77,0,1,1,11.4,98,1,23,2,14,0
12,67,0,6,0,5.1,91,2,13,2,9,0
12,69,0,0,0,3.7,87,1,19,5,20,0
12,70,0,0,0,3.6,88,1,19,5,20,0
12,70,0,0,0,3.5,87,1,19,5,20,0
12,70,0,0,0,3.7,87,1,19,5,21,0
12,69,0,4,0,4.7,90,1,20,6,0,0
12,69,0,1,0,4.8,89,1,20,6,0,0
12,69,0,1,0,4.8,89,1,20,6,0,0
12,69,0,1,0,5.5,87,1,20,6,1,0
12,76,2,1,0,7.1,86,1,12,5,22,1
13,72,0,1,0,7.4,98,3,15,4,5,0
13,73,0,4,1,7.4,98,3,15,4,6,0
16,77,2,0,1,8.4,75,1,5,5,12,1
11,74,2,4,1,8.2,87,1,12,5,12,1
11,74,2,4,1,8.4,87,1,12,5,12,0
13,72,0,0,0,7.7,95,3,16,5,4,0
10,60,0,0,0,-2,91,2,23,5,7,0
11,61,0,5,1,5.9,60,2,11,7,14,0
11,60,0,5,1,5.8,61,2,11,7,14,0
11,65,0,0,0,3.9,75,2,13,2,19,0
11,65,2,0,0,3.5,75,2,13,2,19,1
11,66,2,0,0,2.4,79,2,13,2,21,1
11,66,2,0,0,2.4,80,2,13,2,21,1
14,79,0,6,0,5.3,93,1,5,5,17,0
16,80,2,4,0,4.9,96,1,5,5,19,0
11,70,0,6,0,5.6,96,1,20,6,4,0
11,71,0,1,0,6.4,98,1,20,6,7,0
13,75,2,5,1,9.3,89,1,22,1,11,1
15,79,2,4,1,3,96,1,6,6,10,0
7,57,0,7,0,-3.5,94,3,1,4,16,0
7,60,0,7,0,-3.4,94,3,1,4,16,1
12,67,0,6,0,5.1,92,2,13,2,9,0
16,78,2,0,1,8.6,74,1,5,5,11,1
14,80,0,5,0,7.4,77,1,5,5,15,0
9,68,0,4,0,2.7,96,3,3,6,7,0
11,69,2,5,3,9.9,83,3,4,7,13,0
8,52,1,5,2,0.6,62,2,27,2,12,0
8,49,1,4,1,1.9,53,2,27,2,13,0
13,73,0,4,2,8.6,95,3,16,5,8,0
16,82,2,5,1,8.4,73,1,5,5,11,1
11,67,2,5,0,4.7,83,2,12,1,23,0
11,67,2,5,0,5.2,82,2,13,2,0,1
11,67,2,5,0,5.4,82,2,13,2,0,1
11,68,2,5,2,10.8,65,2,16,5,12,0
12,62,1,5,1,6.4,67,2,11,7,13,0
12,69,0,1,0,3.1,93,1,21,7,2,0
12,69,0,1,0,3.1,93,1,21,7,2,0
12,69,0,6,0,3,93,1,21,7,3,0
12,69,0,1,0,3.1,93,1,21,7,4,0
12,69,0,1,0,3.1,94,1,21,7,4,0
12,69,0,6,0,3,93,1,21,7,5,0
12,68,0,1,0,3,94,1,21,7,5,0
9,58,0,0,0,0,79,2,7,3,6,0
9,61,0,0,0,0.2,77,2,7,3,8,0
9,61,0,0,1,0.1,76,2,7,3,8,0
9,61,0,0,1,0.1,75,2,7,3,8,0
12,69,0,1,0,5.9,84,2,13,2,4,1
13,68,0,1,0,5.6,87,2,13,2,4,0
13,66,0,6,0,4.9,91,2,13,2,7,1
12,70,0,1,1,6.5,94,3,5,1,12,0
12,70,0,6,1,6.4,95,3,5,1,13,0
12,70,0,6,1,6.4,96,3,5,1,13,1
11,72,0,1,0,6.2,83,1,13,6,6,0
11,72,0,1,0,6.3,84,1,13,6,7,0
11,72,0,1,0,6.7,84,1,13,6,7,0
11,72,0,1,0,7.3,85,1,13,6,9,0
11,73,1,1,1,7.5,85,1,13,6,9,0
11,84,2,6,0,7.8,99,2,14,3,19,0
14,71,0,0,0,2.9,97,1,30,2,0,0
14,71,0,0,0,2.8,96,1,30,2,0,1
13,71,0,5,1,7.6,84,2,15,4,9,0
13,69,2,5,0,4.8,95,3,6,2,1,0
13,69,2,5,0,4.8,95,3,6,2,1,0
13,68,2,5,0,4.8,95,3,6,2,2,1
12,80,0,1,0,10.8,99,1,21,7,21,0
13,79,0,1,0,10.7,98,1,21,7,21,0
12,68,0,5,0,3.1,99,3,6,2,6,0
13,68,1,4,2,7.1,89,3,6,2,10,0
13,68,1,4,2,7.3,87,3,6,2,10,0
10,60,0,5,0,-0.6,96,2,8,4,6,0
10,61,0,5,0,-0.6,96,2,8,4,7,0
10,63,0,5,0,-0.4,97,2,8,4,7,0
10,63,0,5,0,0.2,94,2,8,4,8,0
10,64,1,4,1,3.3,84,2,8,4,8,0
14,79,0,1,0,11.5,96,1,24,3,7,0
11,68,2,5,1,6.9,74,2,13,2,14,0
11,68,2,5,1,6.8,73,2,13,2,15,1
11,66,0,5,0,5.7,73,2,13,2,17,1
12,74,2,1,0,8,88,1,30,2,16,0
12,67,2,4,2,4.9,92,2,13,2,11,0
11,68,2,5,2,11,68,2,16,5,12,0
11,68,2,5,2,10.9,73,2,16,5,13,0
11,68,2,5,1,10.8,63,2,16,5,13,0
11,68,2,5,1,9.7,69,2,16,5,15,0
13,75,0,1,0,9.9,92,1,29,1,4,0
14,75,0,4,0,10.1,85,1,29,1,5,0
14,75,0,4,0,10.1,87,1,29,1,5,0
14,75,0,1,0,10,89,1,29,1,6,0
13,74,0,1,0,10,89,1,29,1,7,0
13,75,0,1,0,9.9,89,1,29,1,7,0
14,75,0,1,0,10,89,1,29,1,8,0
12,68,0,5,0,5.6,97,3,5,1,5,0
13,67,2,4,2,7.4,86,3,6,2,11,0
13,68,2,4,2,7.7,83,3,6,2,11,0
14,68,0,5,0,2.3,98,1,27,6,1,1
14,67,0,5,0,2.6,97,1,27,6,2,0
14,67,0,5,0,4,93,1,27,6,3,0
14,68,0,5,0,4.3,92,1,27,6,3,0
11,67,0,5,2,6.6,94,3,4,7,8,0
12,67,0,5,2,6.7,94,3,4,7,8,0
10,65,2,5,2,3.5,64,2,23,5,11,0
13,75,0,1,0,10,88,1,29,1,6,0
13,74,0,1,0,10,89,1,29,1,6,0
14,75,0,1,0,10,89,1,29,1,6,0
9,56,0,0,1,-1.2,79,2,24,6,8,0
9,56,1,0,1,0.4,72,2,24,6,9,0
11,68,2,5,2,10.9,65,2,16,5,12,1
14,73,2,6,0,7.3,94,3,14,3,23,0
12,81,1,4,1,10.9,94,1,15,1,12,0
12,83,2,4,1,11,94,1,15,1,12,0
13,82,1,4,1,11.2,94,1,15,1,13,0
12,81,1,4,1,10.5,93,1,15,1,13,0
13,79,0,5,1,10.9,81,1,15,1,15,0
11,72,0,1,0,5.8,85,1,14,7,1,0
12,72,0,1,0,5.8,85,1,14,7,1,0
11,71,0,1,0,5.6,87,1,14,7,2,0
10,64,0,5,0,4.1,71,2,9,5,17,1
10,65,2,0,0,3.8,72,2,9,5,18,1
10,68,2,0,0,2.5,77,2,9,5,19,1
10,63,0,5,0,1.6,82,2,7,3,2,0
9,56,0,5,0,0,79,2,7,3,4,0
9,59,0,5,0,0,79,2,7,3,5,0
9,56,0,5,0,0,79,2,7,3,5,0
12,68,0,5,0,4.4,98,3,6,2,5,0
12,74,2,1,0,7.7,90,1,30,2,16,1
12,74,2,1,0,7.4,95,1,30,2,16,0
12,76,2,1,0,6.8,97,1,30,2,17,1
13,74,0,6,0,9.3,98,1,23,2,6,0
13,75,0,6,0,10.3,99,1,23,2,8,0
14,75,0,6,0,10.5,99,1,23,2,8,0
6,54,0,7,1,-4,80,3,1,4,8,0
6,54,0,1,1,-3.8,79,3,1,4,9,0
12,76,0,6,0,8.3,97,1,22,1,7,0
10,57,2,5,1,8,59,2,12,1,14,0
13,70,0,6,1,8.4,97,1,27,6,12,0
9,65,2,4,0,-0.2,94,3,2,5,20,1
9,65,2,4,0,-0.1,94,3,2,5,20,0
9,65,2,6,0,0.6,98,3,2,5,22,0
11,67,0,0,1,0.5,97,2,16,5,7,0
11,67,0,0,1,1.2,97,2,16,5,8,0
11,67,1,0,1,3.5,90,2,16,5,9,0
11,67,1,0,1,5.8,83,2,16,5,9,0
11,68,2,0,1,7.9,75,2,16,5,10,0
13,77,2,1,0,10.5,99,1,27,6,20,0
14,77,2,1,0,10.5,98,1,27,6,21,0
14,77,2,1,0,10.4,98,1,27,6,22,0
14,76,0,1,0,10.4,97,1,27,6,23,0
14,76,0,1,0,10.3,98,1,27,6,23,0
14,76,0,4,0,10.2,98,1,27,6,23,0
9,65,0,5,0,2.2,67,2,6,2,18,0
9,66,0,5,0,2.1,68,2,6,2,18,1
9,65,0,5,0,2,68,2,6,2,18,0
10,67,0,1,0,1.7,78,2,6,2,20,1
10,67,0,4,0,1.7,81,2,6,2,21,0
9,58,2,0,2,5.8,55,2,24,6,12,0
9,59,2,0,2,6.1,54,2,24,6,12,0
11,74,0,1,0,6.9,88,1,13,6,15,0
11,74,0,1,0,6.9,88,1,13,6,15,0
10,64,2,5,2,2.6,67,2,23,5,10,1
10,64,2,5,2,3.4,63,2,23,5,11,0
10,65,2,5,2,3.6,65,2,23,5,11,0
12,68,2,0,0,4.2,87,1,19,5,18,0
12,68,2,5,0,4.2,86,1,19,5,18,0
12,68,0,0,0,3.9,87,1,19,5,18,0
13,68,1,0,1,0,99,1,30,2,8,0
13,69,1,5,1,0.3,99,1,30,2,9,0
10,65,2,0,1,6.1,55,2,23,5,15,0
14,79,0,1,0,11.3,97,1,23,2,18,1
14,79,0,4,0,10.8,96,1,23,2,20,0
14,79,0,1,0,11.8,95,1,24,3,8,0
14,80,0,1,0,11.8,95,1,24,3,8,0
12,75,0,4,0,9.5,99,2,15,4,0,0
12,74,0,4,0,8.7,98,2,15,4,1,0
9,56,0,0,0,-1.8,91,2,23,5,6,0
14,75,0,5,0,10.1,95,2,10,6,23,1
13,73,0,5,0,10.1,94,2,10,6,23,1
13,71,0,0,0,8.8,79,2,11,7,0,0
13,68,0,0,0,6.5,82,2,11,7,2,0
14,75,0,4,0,10,88,1,29,1,6,0
13,70,1,5,1,8.1,79,2,15,4,9,0
13,69,1,0,1,8.5,73,2,15,4,10,0
11,60,0,5,0,0.4,84,2,7,3,23,0
11,60,0,5,0,0.3,84,2,7,3,23,0
11,60,2,5,0,0,86,2,7,3,23,0
11,59,2,5,0,-0.2,86,2,7,3,23,0
11,61,2,5,0,0.5,84,2,8,4,1,1
11,61,1,5,0,0.6,84,2,8,4,1,1
10,60,0,5,0,0.6,85,2,8,4,1,0
10,59,0,5,0,0.2,88,2,8,4,2,0
10,58,0,5,0,-0.6,91,2,8,4,3,0
14,76,1,1,1,11.1,89,1,29,1,12,0
14,76,2,1,1,11.1,89,1,29,1,12,0
13,73,2,4,2,9.7,83,3,15,4,15,0
9,63,2,7,0,-0.9,90,3,1,4,22,0
12,70,0,1,0,6.6,95,3,5,1,17,1
12,68,1,5,1,5.3,97,2,17,6,10,0
11,64,2,5,1,7.4,58,2,22,4,14,1
11,67,1,5,1,6.4,60,2,22,4,16,1
11,67,0,5,1,6.3,59,2,22,4,16,1
11,67,0,5,1,6.1,62,2,22,4,16,1
11,67,0,5,0,5.7,61,2,22,4,17,1
11,67,0,0,0,0.8,96,2,16,5,7,0
14,73,2,1,0,8.2,97,3,15,4,23,1
14,73,2,6,0,8.1,97,3,16,5,0,1
12,65,0,0,0,0,90,2,10,6,3,0
12,64,0,5,0,0,90,2,10,6,3,0
12,65,0,5,0,0,89,2,10,6,3,0
12,64,0,5,0,0,88,2,10,6,3,0
12,64,0,5,0,0.1,88,2,10,6,3,0
12,64,0,5,0,0.2,90,2,10,6,4,0
12,63,0,5,0,0.3,91,2,10,6,4,0
13,67,0,6,0,5.1,91,2,13,2,6,1
12,67,0,6,0,5.1,93,2,13,2,10,0
12,72,1,5,1,8.5,80,1,26,5,13,1
10,60,2,0,1,8.2,58,2,12,1,14,1
11,59,1,5,1,7.8,59,2,12,1,15,0
12,68,2,0,0,4.8,84,2,15,4,19,0
13,72,0,5,0,7.5,97,3,16,5,6,0
13,72,0,5,1,7.3,97,3,16,5,6,0
13,77,0,4,1,11.6,93,1,28,7,14,0
13,77,0,4,1,10.8,96,1,28,7,15,1
12,76,2,5,0,7.6,90,1,15,1,20,0
13,76,2,6,0,7.7,85,1,15,1,22,0
13,75,2,5,0,7.6,85,1,15,1,22,0
13,75,2,5,0,7.5,86,1,15,1,23,0
13,73,0,6,0,7.7,89,1,16,2,1,0
13,73,0,4,0,7,88,1,16,2,1,0
14,79,0,1,0,11.5,98,1,23,2,15,1
14,79,0,1,0,11.4,98,1,23,2,16,1
14,79,0,1,0,11.3,98,1,23,2,16,1
14,79,0,4,0,11.2,96,1,23,2,19,0
10,68,2,0,2,5.2,56,2,23,5,13,1
15,76,0,1,0,11.4,96,1,24,3,2,0
14,76,0,0,0,7.5,94,1,29,1,18,0
14,75,0,0,0,6,96,1,29,1,20,0
14,75,0,0,0,5.2,97,1,29,1,21,0
12,68,2,1,0,4.2,99,3,4,7,0,0
12,68,2,6,0,5.4,99,3,4,7,0,1
12,68,0,4,0,5.6,98,3,4,7,1,0
12,68,0,4,0,5.7,98,3,4,7,1,0
12,68,0,4,0,5.7,98,3,4,7,2,0
11,67,2,5,1,6.4,58,2,22,4,16,1
11,67,2,0,0,3.8,68,2,22,4,18,0
11,66,0,0,0,2.8,71,2,22,4,19,0
11,66,2,0,0,1.8,71,2,22,4,20,0
11,66,2,0,0,1.8,72,2,22,4,20,1
10,60,1,0,1,7.7,59,2,12,1,15,0
9,66,0,6,0,3.9,90,3,3,6,1,0
9,65,0,6,0,3.6,92,3,3,6,1,0
9,65,0,1,0,2.3,95,3,3,6,3,0
9,65,0,1,0,2.6,96,3,3,6,4,0
11,67,0,0,0,2.9,92,2,16,5,4,0
12,70,0,5,1,8.3,84,3,6,2,16,1
13,65,0,4,1,6.8,86,2,10,6,9,0
13,65,0,1,1,7.1,87,2,10,6,9,0
13,66,0,6,1,7.1,92,2,10,6,10,1
12,68,0,1,1,7.4,95,2,10,6,11,0
10,56,0,0,0,-1.5,90,2,23,5,5,0
10,57,0,0,0,-1.8,91,2,23,5,6,0
10,69,0,1,1,7.4,84,2,8,4,13,0
10,69,0,6,1,7.3,86,2,8,4,14,0
12,76,0,4,0,10.3,88,1,20,6,16,0
12,76,0,4,0,10.2,88,1,20,6,17,0
12,76,0,4,0,10.2,88,1,20,6,17,0
10,69,2,1,2,7.5,87,2,8,4,12,0
10,69,0,1,1,7.4,84,2,8,4,13,0
11,70,1,5,2,10.3,82,3,4,7,14,0
14,73,2,6,0,8.1,97,3,16,5,0,1
10,66,2,0,0,1.2,74,2,23,5,20,1
11,67,2,0,0,0.8,76,2,23,5,21,1
10,64,0,5,0,0.8,77,2,23,5,22,0
10,58,0,5,0,0.7,79,2,23,5,23,0
8,65,2,7,0,-1.4,91,3,1,4,21,0
8,65,2,7,0,-1.3,91,3,1,4,21,0
14,73,1,5,2,8.9,94,3,15,4,9,0
14,73,1,5,2,9.3,92,3,15,4,9,0
12,69,0,1,0,6.1,92,2,17,6,1,0
12,69,0,4,0,6,91,2,17,6,1,0
12,68,0,4,0,4.9,93,2,17,6,2,0
12,68,2,4,0,3,97,2,17,6,3,1
12,68,2,4,0,2.9,97,2,17,6,3,1
12,68,0,4,0,2,98,2,17,6,4,0
11,71,2,1,0,7.3,84,2,8,4,20,1
11,70,0,1,0,7.4,85,2,8,4,22,0
11,70,0,1,0,7.4,86,2,8,4,22,0
11,70,2,6,0,7.4,88,2,8,4,22,1
14,76,0,5,0,10.3,97,1,28,7,1,0
14,76,0,5,0,10.1,97,1,28,7,2,0
14,76,0,5,0,10.1,97,1,28,7,2,0
13,75,0,5,0,9.3,98,1,28,7,3,0
12,76,0,1,0,8.6,94,1,22,1,5,0
12,76,0,6,0,8.6,94,1,22,1,6,0
10,63,0,0,0,3.4,65,2,23,5,17,0
12,75,2,1,0,8.8,99,2,14,3,21,0
12,75,2,1,0,8.9,99,2,14,3,21,0
14,75,0,0,0,6.2,96,1,29,1,20,0
14,75,0,0,0,5.3,97,1,29,1,21,0
14,75,0,0,0,4.9,96,1,29,1,22,0
14,74,0,0,0,4.4,96,1,29,1,22,0
12,70,0,1,1,6.2,95,3,5,1,16,0
12,70,0,1,0,6.6,95,3,5,1,17,0
12,70,0,1,0,6.8,95,3,5,1,18,0
12,71,0,1,0,6.9,96,3,5,1,18,0
13,72,0,4,0,7,97,3,5,1,20,0
11,71,2,1,0,5.6,80,1,14,7,16,0
13,67,2,0,2,10.2,54,2,15,4,12,0
13,67,2,0,2,10.4,54,2,15,4,12,0
12,70,2,0,2,9.3,79,1,30,2,12,0
12,70,2,5,1,9.2,77,1,30,2,13,0
6,54,0,1,0,-3.8,80,3,1,4,9,0
6,54,0,1,1,-3.9,82,3,1,4,10,0
14,77,2,0,0,4.8,64,1,7,7,16,0
14,78,2,0,0,3.6,69,1,7,7,18,0
14,84,0,5,0,1.8,80,1,7,7,22,0
8,62,2,7,0,-3.1,93,3,1,4,18,1
8,66,2,7,0,-1.8,91,3,1,4,20,1
14,78,0,1,1,11.1,92,1,29,1,13,1
14,77,0,1,1,11,93,1,29,1,14,1
10,76,2,1,0,6.6,92,1,12,5,18,0
10,75,2,1,0,6.6,91,1,12,5,19,1
10,76,2,1,0,6.5,90,1,12,5,19,1
10,76,2,4,0,6.4,91,1,12,5,19,0
11,76,2,4,0,6.6,91,1,12,5,19,1
13,69,2,1,0,3.1,92,1,21,7,1,1
12,69,0,1,0,3.1,93,1,21,7,2,0
12,69,0,1,0,3.1,93,1,21,7,3,1
12,67,0,5,0,5.5,97,3,4,7,5,0
12,71,2,5,0,6.2,90,2,16,5,20,1
12,80,1,4,1,10.7,96,1,15,1,11,0
12,84,2,4,1,11,93,1,15,1,12,1
12,83,2,4,1,11.5,90,1,15,1,12,0
12,83,2,4,1,10.5,92,1,15,1,14,0
12,81,2,5,1,10.7,90,1,15,1,14,0
13,82,0,4,1,10.9,84,1,15,1,14,0
12,72,2,5,1,8.4,79,1,26,5,13,1
12,72,2,5,1,8,78,1,26,5,13,1
12,72,1,5,1,8,77,1,26,5,13,1
12,72,1,5,1,8.2,74,1,26,5,13,1
11,67,2,5,0,3.4,86,2,12,1,20,1
11,68,2,5,0,3.8,87,2,12,1,20,1
14,71,0,0,0,2.8,96,1,30,2,0,0
14,70,0,0,0,2.5,97,1,30,2,1,0
11,68,2,0,0,0.9,88,2,9,5,23,1
12,67,0,0,0,0,91,2,10,6,1,1
14,76,1,1,1,11,89,1,29,1,12,0
14,76,2,1,2,11.3,87,1,29,1,13,0
14,76,2,1,2,11.5,87,1,29,1,13,1
12,72,2,1,0,5.8,85,1,14,7,0,0
12,72,2,1,0,5.8,85,1,14,7,1,0
11,72,2,1,0,5.8,85,1,14,7,1,0
13,73,0,4,1,7.8,98,3,15,4,8,0
14,73,2,4,2,8.7,96,3,15,4,9,0
12,70,0,5,1,6,98,3,5,1,8,0
11,72,0,1,0,6,84,1,13,6,1,0
13,72,0,1,0,7.6,98,3,15,4,5,0
13,72,0,1,0,7.6,98,3,15,4,6,0
13,73,0,4,1,7.8,97,3,16,5,7,0
16,81,2,4,0,4.9,95,1,5,5,19,0
16,81,2,4,0,5.6,93,1,5,5,20,1
16,82,0,4,0,4.7,97,1,5,5,21,0
14,74,2,5,2,11.7,84,3,15,4,12,0
11,69,0,6,0,3.6,86,2,9,5,6,0
12,70,2,5,1,9.2,81,3,6,2,16,0
12,70,1,5,1,8.9,79,3,6,2,16,0
7,29,0,1,0,-3.8,63,3,1,4,3,0
6,28,0,1,0,-3.7,65,3,1,4,4,0
6,28,0,1,0,-3.7,70,3,1,4,4,0
12,70,0,6,1,6.4,95,3,5,1,13,0
11,73,0,1,0,9.1,89,1,15,1,2,0
11,73,0,6,0,9.1,89,1,15,1,3,0
11,74,0,6,0,8.5,96,1,15,1,4,0
11,69,0,1,1,6.7,73,1,14,7,15,1
11,70,0,1,0,6,76,1,14,7,16,1
13,73,0,6,0,8.9,86,3,14,3,21,0
14,74,2,1,0,8,96,3,15,4,21,1
12,73,0,4,0,9,97,2,15,4,4,0
12,73,0,5,0,8.9,98,2,15,4,4,0
10,65,0,5,0,1.1,89,2,7,3,0,0
10,64,0,5,0,1.5,85,2,7,3,1,0
9,62,0,0,0,1,82,2,7,3,3,0
9,62,0,0,0,0.6,81,2,7,3,3,0
9,61,0,0,0,0.4,80,2,7,3,3,0
11,68,1,5,2,8.8,86,3,4,7,11,0
14,68,0,5,0,5.1,91,1,27,6,4,0
14,68,0,4,0,5.1,91,1,27,6,4,0
13,68,0,1,0,5.8,90,1,27,6,5,0
10,69,0,6,1,6.2,79,2,14,3,8,0
10,76,0,4,0,6.7,91,1,12,5,18,1
11,76,2,1,0,6.7,89,1,12,5,20,1
11,76,2,1,0,6.8,90,1,12,5,20,0
8,52,1,5,1,-3.2,75,2,28,3,9,0
13,72,0,5,0,7.4,97,3,16,5,6,0
10,63,0,5,1,6.2,63,2,9,5,16,1
10,60,0,0,0,4.6,70,2,9,5,17,0
10,63,0,0,0,4.3,71,2,9,5,17,1
10,64,2,5,0,4,71,2,9,5,17,1
10,67,2,0,0,3.5,73,2,9,5,18,1
10,67,2,0,0,2.8,76,2,9,5,19,1
11,67,2,0,0,2.3,77,2,9,5,19,0
11,67,2,0,0,2.3,77,2,9,5,20,0
11,54,0,5,0,0,83,2,23,5,2,0
10,57,0,5,0,0,85,2,23,5,3,0
10,56,0,5,0,-0.8,88,2,23,5,4,0
16,76,2,4,1,3.4,92,1,6,6,11,0
16,76,2,4,1,3.8,91,1,6,6,12,0
15,79,2,5,1,4.8,87,1,6,6,14,0
16,76,2,4,1,4.8,87,1,6,6,14,0
15,78,2,4,1,4.8,88,1,6,6,15,0
14,89,2,4,0,4.8,88,1,6,6,17,0
15,83,2,4,0,4.7,88,1,6,6,17,0
11,68,0,5,0,6.2,79,2,13,2,1,1
12,69,0,4,0,6.1,83,2,13,2,2,1
12,69,0,5,1,5.1,98,3,5,1,7,0
14,75,0,1,1,10,91,1,29,1,8,0
11,74,0,1,0,7,87,1,13,6,18,0
11,74,0,4,0,6.9,88,1,13,6,18,0
11,73,2,1,0,6.7,86,1,13,6,20,1
13,65,0,4,1,6.7,85,2,10,6,9,0
13,65,0,4,1,7,86,2,10,6,9,0
13,67,1,6,2,7.2,93,2,10,6,10,0
13,67,1,6,1,7.2,93,2,10,6,11,1
14,79,2,6,0,4.9,94,1,5,5,18,0
17,77,2,5,0,5,95,1,5,5,19,0
16,81,0,6,0,5.5,96,1,5,5,21,0
16,81,0,4,0,5.4,96,1,5,5,21,0
13,67,2,5,2,8.7,79,3,6,2,12,0
11,66,0,0,0,2.2,93,2,16,5,5,0
13,70,2,4,0,5.9,97,3,5,1,23,1
12,70,2,5,0,5.8,97,3,5,1,23,1
13,70,2,5,0,5.6,97,3,5,1,23,1
13,69,2,5,0,5.5,97,3,6,2,0,1
13,69,2,5,0,5.5,97,3,6,2,0,1
13,70,2,5,0,5.4,97,3,6,2,0,1
13,69,2,4,0,5.3,97,3,6,2,0,0
14,68,0,5,0,9.4,76,1,22,1,16,0
11,74,0,4,0,6.9,88,1,13,6,16,0
11,74,0,1,0,7.3,78,1,13,6,16,0
11,74,0,1,0,6.9,88,1,13,6,16,0
11,67,2,5,1,6.6,61,2,22,4,15,0
12,67,0,0,0,3.3,79,2,11,7,7,0
11,67,2,5,1,6.3,71,2,13,2,16,0
12,67,0,0,0,3.5,81,2,11,7,7,0
13,74,2,6,0,9.4,98,2,10,6,19,1
13,74,2,1,0,9.3,99,2,10,6,20,1
13,75,2,1,0,9.2,98,2,10,6,20,1
13,76,2,1,0,9.3,98,2,10,6,21,1
14,75,0,1,0,9.5,98,2,10,6,21,1
14,75,0,1,0,9.6,98,2,10,6,22,1
13,74,0,1,0,9.7,98,2,10,6,22,1
12,62,2,5,1,6.6,64,2,11,7,13,0
13,72,0,5,0,7.5,96,3,16,5,4,0
13,72,0,5,0,7.4,96,3,16,5,4,0
13,73,2,1,0,4.5,92,1,20,6,22,0
13,70,2,4,0,3.4,92,1,21,7,0,0
11,72,0,1,0,7.1,84,1,13,6,8,0
11,73,0,1,1,7.4,84,1,13,6,9,0
11,72,0,1,1,7.5,84,1,13,6,9,0
11,73,0,4,1,7.5,86,1,13,6,10,0
11,74,1,4,1,7.4,86,1,13,6,10,0
11,74,2,4,1,8.2,83,1,13,6,11,1
8,53,0,4,1,0.9,80,2,27,2,15,0
8,54,2,7,1,-0.4,71,2,27,2,15,0
9,68,2,6,2,3.4,94,3,3,6,10,0
13,69,0,5,1,0.4,99,1,30,2,9,0
12,63,0,5,0,4.2,89,2,10,6,7,0
12,64,0,5,0,4.6,89,2,10,6,7,0
8,54,0,7,0,-1.1,75,2,27,2,17,0
8,52,2,4,2,-0.7,53,2,28,3,11,0
14,75,1,1,1,10.6,90,1,29,1,10,1
14,76,2,1,1,10.7,89,1,29,1,11,0
12,67,0,0,0,3.5,78,2,11,7,6,0
12,67,0,0,0,3.5,79,2,11,7,7,0
13,68,0,5,1,9.4,79,3,6,2,14,1
9,63,2,5,1,3.3,60,2,6,2,13,1
13,70,0,4,0,9.2,75,1,22,1,17,0
13,70,0,4,0,9.2,76,1,22,1,17,0
13,71,0,4,0,9,78,1,22,1,17,1
13,71,0,4,0,8.9,78,1,22,1,18,1
13,71,0,4,0,8.8,79,1,22,1,18,0
13,72,2,4,0,8.3,86,1,22,1,20,0
9,62,0,7,1,-0.5,85,3,2,5,8,0
13,68,2,0,1,10.9,62,2,15,4,14,0
13,69,0,0,1,10.6,64,2,15,4,15,1
13,68,2,0,1,8.5,62,2,15,4,16,1
9,59,2,0,1,6.9,51,2,24,6,16,0
9,59,2,0,2,6.4,55,2,24,6,13,1
9,56,2,0,2,6.7,54,2,24,6,13,0
7,57,2,7,1,-3.7,93,3,1,4,15,0
7,57,1,7,1,-3.6,93,3,1,4,15,0
7,57,1,7,1,-3.6,93,3,1,4,15,0
